synthetic_id,smiles,docking_score
SYN000075,CCCCCC(O)c1cccc(OCc2ccc(OCC(=O)OC)cc2)c1,-6.588
SYN000136,O=c1cnn(-c2ccc(-c3ccc4oc5ccc(Cl)cc5c(=O)c4c3)cc2)c(=O)[nH]1,-10.01
SYN000058,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)CC1,-9.604
SYN000108,CCCCCC(O)c1cccc(OCc2cccc(C(=O)OC)n2)c1,-7.164
SYN000051,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)cn3)cccc12,-8.035
SYN000030,CCCCc1oc2ccccc2c1COc1cccc(/C(C)=C/Cn2oc(=O)[nH]c2=O)c1,-9.458
SYN000067,O=c1cc(-c2ccccc2Cl)oc2c(-c3ccncc3)c(O)cc(O)c12,-9.747
SYN000176,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1,-9.266
SYN000004,CC(C)=CC[C@@H](OC(=O)Cc1ccccc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-9.214
SYN000152,COc1ccc(CCNCC(O)C(=O)Oc2cccc3ccccc23)cc1OC,-7.1
SYN000101,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC(F)(F)F)c3c2F)C1,-7.676
SYN000183,COC(=O)c1ccc(OCCCOc2cc3c(cc2O)CCO3)cc1,-6.672
SYN000166,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCC1,-6.675
SYN000186,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,-8.188
SYN000115,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](CC)[C@@H](C)[C@H]3O,-9.368
SYN000085,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2ccc3c(Cl)cccc3c2)c1,-9.958
SYN000111,CCCOCCN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,-7.611
SYN000188,CCn1ncc2c(N[C@@H](C)C3CCCCC3)c3cc(C#N)ccc3nc21,-8.782
SYN000145,CC(C)(CCCOc1ccc(S(=O)(=O)CCCC(C)(C)C(=O)O)cc1)C(=O)O,-6.198
SYN000079,Nc1nc(S)c2cc(S(=O)(=O)c3ccc4ccccc4c3)ccc2n1,-9.773
SYN000174,CCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-7.898
SYN000045,CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccc(Cl)c(Cl)c2)c1,-9.749
SYN000088,O=S(=O)(CC[C@@H](O)[C@H]1CC[C@H](COCc2ccccc2)O1)c1ccccc1,-7.747
SYN000157,COc1cc2nc(N3CCN(c4ccccc4)CC3)cc(N)c2cc1OC,-7.974
SYN000106,Oc1ccc2c3c1O[C@H]1[C@H](N=C=S)CCC4C(C2)N(CC2CC2)CCC341,-8.54
SYN000039,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C(F)(F)F)OCO3,-9.006
SYN000025,CC(C)=CC[C@@H](OC(=O)C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.312
SYN000158,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12,-7.819
SYN000104,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccco2)cc1,-9.251
SYN000023,CCCc1cc(=O)oc2c(C(=O)C(C)(C)C(C)O)c(O)c3c(c12)OC(C)(C)C=C3,-8.265
SYN000034,Cc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-7.695
SYN000018,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)c1ccccc1)OCO3,-7.362
SYN000119,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Br)oc23)CC1,-9.598
SYN000012,CN(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c3c(cccc13)C(N)=N2,-10.03
SYN000134,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@@H](C)[C@H](C)[C@@H]3O,-8.811
SYN000009,Cc1ccc(Sc2cncc3sc(C(=O)NCCCN4CCOCC4)cc23)cc1,-7.952
SYN000173,CCOCCN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,-7.362
SYN000147,Cc1cc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nnc1Cl,-8.463
SYN000028,CCCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,-7.905
SYN000001,Cc1cc(Cl)nnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-7.463
SYN000122,CCCCc1oc2ccccc2c1Cc1cccc(/C(C)=C/Cn2oc(=O)[nH]c2=O)c1,-9.326
SYN000140,O=c1cc(-c2ccccc2Cl)oc2c(-c3cncnc3)c(O)cc(O)c12,-9.423
SYN000002,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3o2)CC1,-8.229
SYN000083,N#Cc1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,-9.679
SYN000133,CCn1ncc2c(NCc3ccc(OC)c(Cl)c3)c(C(=O)O)cnc21,-7.932
SYN000017,C=CCC/C=C/C(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.05
SYN000052,Nc1nc(N)c2cc(S(=O)(=O)c3ccc(Cl)c(Cl)c3)ccc2n1,-8.839
SYN000113,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)Nc2ccccc2)cc1,-9.191
SYN000110,Nc1nc(N)c2c([S+]([O-])c3ccc(Cl)c(Cl)c3)cccc2n1,-7.56
SYN000189,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4C)c3c2F)C1,-8.411
SYN000153,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)C)c3c2F)C1,-7.89
SYN000046,CC(=O)Nc1nc(O)c2cc(S(=O)(=O)c3ccc4ccccc4c3)ccc2n1,-10.08
SYN000126,CCCCn1cc(C(=O)NCCN(C)C)c2nc3c(C)cccc3cc2c1=O,-8.539
SYN000116,COc1nc(Cl)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-8.031
SYN000181,Nc1nc(N)c2c(S(=O)(=O)c3ccc(Cl)c(Cl)c3)cccc2n1,-8.462
SYN000099,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)Cc1ccccc1)OCO3,-9.718
SYN000008,COC(=O)c1ccccc1OCCCOc1cc2c(cc1O)CCO2,-7.385
SYN000038,FC(F)(F)c1ccc2nc(N3CCNCC3)c(Sc3ccccc3)nc2c1,-9.294
SYN000163,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)C(C)(C)[C@H]3O,-9.478
SYN000014,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](CC)[C@H](C)[C@@H]3O,-9.311
SYN000144,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C(C)(C)C)OCO3,-8.04
SYN000190,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC)cc1,-8.904
SYN000182,CCC/C=C/C(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.653
SYN000015,CNc1ncnc2c1ncn2Cc1cccc(OCc2ccccc2)c1,-8.936
SYN000125,C/C(=C\CC1OC(=O)NC1=O)c1cccc(OCCc2nc(-c3ccccc3)oc2C)c1,-9.754
SYN000139,Nc1nc(O)c2cc(S(=O)(=O)c3ccc(Cl)c(Cl)c3)ccc2n1,-8.807
SYN000159,CCN(CC)CCNc1ccc2ncn3c4ccc(C(C)(C)C)cc4c(=O)c1c23,-8.377
SYN000068,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,-8.849
SYN000175,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@H](C)[C@@H]3O,-9.202
SYN000035,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)[C@H](C)[C@@H]3O,-8.552
SYN000043,Cc1ccc(Sc2cncc3sc(/C=N/OCC(=O)O)cc23)cc1,-6.943
SYN000164,Cn1cc(C2=C(c3cn(CCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,-9.348
SYN000006,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1,-8.16
SYN000010,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,-8.069
SYN000073,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-7.713
SYN000053,Cc1ccc(Sc2cncc3sc(/C=N/OCC(N)=O)cc23)cc1,-7.309
SYN000011,CCNc1cccnc1N1CCN(C(=O)c2nc3ccccc3s2)CC1,-7.959
SYN000048,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)[C@H](C)[C@H]3O,-8.826
SYN000050,COc1cc2nc(N3CCN(C(=O)Nc4ccccc4)CC3)cc(N)c2cc1OC,-8.207
SYN000132,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](CC)[C@H](C)[C@H]3O,-9.472
SYN000091,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)[C@@H]3O,-9.299
SYN000097,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@H](C)[C@H]3O,-9.302
SYN000037,CCCCc1nc2cnncc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-8.341
SYN000096,CNCCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,-9.296
SYN000054,CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-7.654
SYN000148,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,-8.112
SYN000020,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Cl)cn3)cccc12,-8.018
SYN000162,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccoc2)cc1,-9.271
SYN000161,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12,-7.932
SYN000160,CC(C)(C)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,-8.74
SYN000036,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(=O)C1,-9.88
SYN000194,COC(=O)c1cccc(OCCCOc2cc3c(cc2O)CCO3)c1,-6.298
SYN000118,CC(C)N(CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23)C(C)C,-7.644
SYN000129,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(C4CCCCC4)oc23)CC1,-9.773
SYN000187,CCCc1cc(=O)oc2c(C(=O)[C@@H](C)[C@H](C)O)c(O)c3c(c12)OC(C)(C)C=C3,-8.131
SYN000077,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,-10.39
SYN000065,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-8.553
SYN000022,COc1ccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2C(F)(F)F)ccc1=O,-8.808
SYN000003,C/C=C/C=C/C(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.813
SYN000063,CCCC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(Oc2ccc(OC)cc2)c1,-8.395
SYN000013,Cn1cc(C2=C(c3cn(CCCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,-9.119
SYN000155,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCC1,-7.551
SYN000061,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3s2)CC1,-8.136
SYN000141,CCN(CC)CCNc1ccc2ncn3c4c(OC)cccc4c(=O)c1c23,-8.014
SYN000142,O=C(O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,-9.942
SYN000171,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,-9.983
SYN000168,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)Nc1ccccc1)OCO3,-7.423
