synthetic_id,smiles,docking_score
SYN000099,O=C(c1ccc(Cl)cc1Cl)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,-9.735
SYN000117,COC(=O)c1ccc(OCCCOc2cc3c(cc2O)CCO3)cc1,-9.238
SYN000040,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,-9.648
SYN000182,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@H](C)[C@H]3O,-8.627
SYN000068,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2ccccc12,-8.857
SYN000172,CCCCN(CCCC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23,-6.705
SYN000154,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1,-8.811
SYN000163,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12,-9.471
SYN000165,CNc1ncnc2c1ncn2Cc1cccc(OCc2ccccc2)c1,-7.685
SYN000098,CN1CC=C(c2c(O)cc(O)c3c(=O)oc(-c4ccccc4Cl)cc23)CC1,-9.362
SYN000007,Clc1ccc2nc(N3CCNCC3)c(Sc3ccccc3)nc2c1,-8.658
SYN000187,COc1ccnc(C[S+]([O-])c2nc3cc(OCC(F)(F)F)ccc3[nH]2)c1C,-8.105
SYN000167,COc1ccc(CCNCC(O)C(=O)Oc2cccc3ccccc23)cc1OC,-8.701
SYN000193,CCCOCCN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,-9.204
SYN000055,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12,-8.758
SYN000137,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Cl)cc4Cl)oc23)CC1,-8.151
SYN000022,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)Nc1ccccc1)OCO3,-8.806
SYN000043,CCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-6.853
SYN000048,Cl.O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,-8.833
SYN000008,O=C(O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,-7.215
SYN000123,COc1ccc2c(c1O)-c1cccc3c1C(C2)N(CCOC(=O)NCCCl)CC3,-9.496
SYN000013,CCCC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(Oc2ccc(OC)cc2)c1,-9.231
SYN000032,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3s2)CC1,-8.351
SYN000110,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,-7.594
SYN000191,Cn1cc(C2=C(c3cn(CCCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,-8.174
SYN000072,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4C)c3c2F)C1,-10.35
SYN000188,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,-8.768
SYN000113,Cc1ccc(Sc2cncc3sc(C(=O)NCCCN4CCOCC4)cc23)cc1,-9.196
SYN000025,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4cccc(Cl)c4)oc23)CC1,-8.528
SYN000175,C(=C1CCN(Cc2ccc(C3=NCCN3)cc2)CC1)c1ccc(C2=NCCN2)cc1,-9.27
SYN000144,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)[C@@H]3O,-8.061
SYN000039,CCCC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(Oc2ccccc2)c1,-9.023
SYN000034,CC/C=C/CC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-7.71
SYN000035,CCN(CC)CCNc1ccc2ncn3c4c(OC)cccc4c(=O)c1c23,-8.535
SYN000105,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)cn3)cccc12,-9.133
SYN000176,O=c1cnn(-c2ccc(-c3ccc4oc5ccc(Cl)cc5c(=O)c4c3)cc2)c(=O)[nH]1,-9.282
SYN000021,CCn1ncc2c(N[C@@H](C)C3CCCCC3)c3cc(C#N)ccc3nc21,-9.221
SYN000057,CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccc(Cl)c(Cl)c2)c1,-7.91
SYN000059,CCCCCCN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1,-7.538
SYN000160,Nc1nc(N)c2cc(S(=O)(=O)c3ccc(Cl)c(Cl)c3)ccc2n1,-8.766
SYN000058,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCC1,-9.623
SYN000100,CCC/C=C/C(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.847
SYN000168,Cc1ccc(Sc2cncc3sc(/C=N/OCC(=O)O)cc23)cc1,-7.427
SYN000128,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)[C@H](C)[C@@H]3O,-9.316
SYN000069,CN(C)CCCCCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23,-8.062
SYN000064,CC(C)(C)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,-7.957
SYN000015,CCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.977
SYN000054,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@@H](C)[C@H](C)[C@@H]3O,-7.646
SYN000014,Cn1cc(C2=C(c3cn(CCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,-9.324
SYN000027,CC1(C)N=C(N)N=C(N)N1c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,-7.963
SYN000053,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@@H](C)[C@H](C)[C@H]3O,-7.374
SYN000142,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,-9.946
SYN000121,CCCCc1oc2ccccc2c1Cc1cccc(/C(C)=C/Cn2oc(=O)[nH]c2=O)c1,-7.829
SYN000005,CCCC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(Oc2ccc(C)cc2)c1,-7.705
SYN000011,CC(C)=CC[C@@H](OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-7.846
SYN000177,Cc1cc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nnc1Cl,-8.155
SYN000173,Cc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-7.24
SYN000183,CCCCc1nc2cnn(C)c(=O)c2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-6.726
SYN000097,CC(C)=CC[C@@H](OC(=O)Cc1ccccc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-9.256
SYN000159,CC(C)=CC[C@@H](OC(=O)C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.421
SYN000111,COc1ccc2c3c1OC1[C@H](O)[C@](CO)(CCc4ccccc4)CC4C(C2)N(C)CCC341,-7.589
SYN000089,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCC4)c3c2F)C1,-8.793
SYN000024,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)Nc2ccccc2)cc1,-8.455
SYN000037,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,-7.955
SYN000087,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccc2)cc1,-8.168
SYN000044,CCNc1cccnc1N1CCN(C(=O)c2ccc3ccccc3n2)CC1,-9.374
SYN000080,CC(C)N(CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23)C(C)C,-8.879
SYN000083,Cn1cc(C2=C(c3cn(CCCCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,-9.704
SYN000045,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccn2)cc1,-9.748
SYN000085,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Br)oc23)CC1,-9.551
SYN000009,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](CC)[C@@H](C)[C@@H]3O,-8.178
SYN000017,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3o2)CC1,-8.098
SYN000166,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,-6.97
SYN000019,CN(Cc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccc2c3c(cccc13)C(N)=N2,-7.651
SYN000010,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](CC)[C@H](C)[C@@H]3O,-8.101
SYN000158,CCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-7.875
SYN000131,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Cl)cc4)oc23)CC1,-8.296
SYN000016,COC(=O)c1ccccc1OCCCOc1cc2c(cc1O)CCO2,-10.07
SYN000073,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCCCC1,-7.712
SYN000103,COC(=O)c1cccc(OCCCOc2cc3c(cc2O)CCO3)c1,-9.103
SYN000018,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)[C@H]3O,-7.372
SYN000164,CCCCn1cc(C(=O)NCCN(C)C)c2nc3c(C)cccc3cc2c1=O,-9.333
SYN000140,COc1c(C)cc(C(=O)N2CCN(c3ncccc3NC(C)C)CC2)cc1C,-9.401
SYN000101,O=c1cc(-c2ccccc2Cl)oc2c(-c3ccncc3)c(O)cc(O)c12,-7.7
SYN000066,COc1cc2nc(N3CCN(C(=O)Nc4ccccc4)CC3)cc(N)c2cc1OC,-9.049
SYN000114,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)c1ccccc1)OCO3,-8.413
SYN000003,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4F)oc23)CC1,-8.832
SYN000141,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C,-8.011
SYN000004,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](CC)[C@H](C)[C@H]3O,-9.223
SYN000162,O=S(=O)(CC[C@@H](O)[C@H]1CC[C@H](COCc2ccccc2)O1)c1ccccc1,-9.171
SYN000096,CC(=O)Nc1nc(O)c2cc(S(=O)(=O)c3ccc4ccccc4c3)ccc2n1,-9.298
SYN000093,CCCc1cc(=O)oc2c(C(O)CC)c(OCC)c3c(c12)OC(C)(C)C=C3,-9.933
SYN000029,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12,-8.457
SYN000185,CCNc1cccnc1N1CCN(C(=O)c2nc3ccccc3s2)CC1,-7.381
SYN000146,C=CCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-6.999
SYN000118,C/C(=C\CC1OC(=O)NC1=O)c1cccc(OCc2nc(-c3ccccc3)oc2C)c1,-7.655
SYN000190,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)[C@H](C)[C@H]3O,-8.765
SYN000047,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-8.706
SYN000189,C/C(=C\CC1OC(=O)NC1=O)c1cccc(OCCc2nc(-c3ccccc3)oc2C)c1,-8.372
SYN000001,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)Cc1ccccc1)OCO3,-7.746
SYN000092,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C(C)(C)C)OCO3,-8.185
SYN000028,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)CC3O,-7.914
SYN000020,CCCCc1nc2cnncc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-7.963
SYN000078,C=CCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,-8.705
SYN000155,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2ccc3c(Cl)cccc3c2)c1,-7.532
SYN000094,CCCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,-8.025
SYN000102,CCCCc1oc2ccccc2c1COc1cccc(/C(C)=C/Cn2oc(=O)[nH]c2=O)c1,-8.583
SYN000077,CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,-10.42
SYN000119,COc1ccc2[nH]c(C(=O)N3CCN(c4ncccc4NC(C)(C)C)CC3)cc2c1,-9.567
SYN000086,CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,-8.858
